merchant_id,snapshot_month,risk_score,risk_band
M00749,2026-05-01,0.2594,Low
M00749,2026-06-01,0.1998,Low
M00750,2026-01-01,0.2437,Low
M00750,2026-02-01,0.2139,Low
M00750,2026-03-01,0.0293,Low
M00750,2026-04-01,0.1431,Low
M00750,2026-05-01,0.2934,Low
M00750,2026-06-01,0.1786,Low
M00751,2026-01-01,0.1952,Low
M00751,2026-02-01,0.2218,Low
M00751,2026-03-01,0.1942,Low
M00751,2026-04-01,0.1855,Low
M00751,2026-05-01,0.2024,Low
M00751,2026-06-01,0.2446,Low
M00752,2026-01-01,0.3962,Medium
M00752,2026-02-01,0.6004,Medium
M00752,2026-03-01,0.3989,Medium
M00752,2026-04-01,0.5078,Medium
M00752,2026-05-01,0.5591,Medium
M00752,2026-06-01,0.5528,Medium
M00753,2026-01-01,0.6393,Medium
M00753,2026-02-01,0.7577,High
M00753,2026-03-01,0.6958,High
M00753,2026-04-01,0.8267,High
M00753,2026-05-01,0.7481,High
M00753,2026-06-01,0.7924,High
M00754,2026-01-01,0.2918,Low
M00754,2026-02-01,0.347,Low
M00754,2026-03-01,0.2155,Low
M00754,2026-04-01,0.2005,Low
M00754,2026-05-01,0.2632,Low
M00754,2026-06-01,0.1917,Low
M00755,2026-01-01,0.5141,Medium
M00755,2026-02-01,0.4927,Medium
M00755,2026-03-01,0.4975,Medium
M00755,2026-04-01,0.5719,Medium
M00755,2026-05-01,0.6099,Medium
M00755,2026-06-01,0.6358,Medium
M00756,2026-01-01,0.2177,Low
M00756,2026-02-01,0.3103,Low
M00756,2026-03-01,0.104,Low
M00756,2026-04-01,0.2612,Low
M00756,2026-05-01,0.2793,Low
M00756,2026-06-01,0.2651,Low
M00757,2026-01-01,0.432,Medium
M00757,2026-02-01,0.2016,Low
M00757,2026-03-01,0.1924,Low
M00757,2026-04-01,0.3096,Low
M00757,2026-05-01,0.3382,Low
M00757,2026-06-01,0.1125,Low
M00758,2026-01-01,0.2323,Low
M00758,2026-02-01,0.1653,Low
M00758,2026-03-01,0.3609,Medium
M00758,2026-04-01,0.2397,Low
M00758,2026-05-01,0.3191,Low
M00758,2026-06-01,0.2453,Low
M00759,2026-01-01,0.2515,Low
M00759,2026-02-01,0.1399,Low
M00759,2026-03-01,0.1149,Low
M00759,2026-04-01,0.2905,Low
M00759,2026-05-01,0.1448,Low
M00759,2026-06-01,0.2765,Low
M00759,2026-06-01,0.2646,Low
M00760,2026-01-01,0.4005,Medium
M00760,2026-02-01,0.0721,Low
M00760,2026-03-01,0.1232,Low
M00760,2026-04-01,0.3865,Medium
M00760,2026-05-01,0.1683,Low
M00760,2026-06-01,0.1018,Low
M00761,2026-01-01,0.514,Medium
M00761,2026-02-01,0.5711,Medium
M00761,2026-03-01,0.6377,Medium
M00761,2026-04-01,0.5104,Medium
M00761,2026-05-01,0.6943,High
M00761,2026-06-01,0.7255,High
M00762,2026-01-01,0.1772,Low
M00762,2026-02-01,0.1918,Low
M00762,2026-03-01,0.3703,Medium
M00762,2026-04-01,0.2963,Low
M00762,2026-05-01,0.3076,Low
M00762,2026-06-01,0.3445,Low
M00763,2026-01-01,0.2327,Low
M00763,2026-02-01,0.1763,Low
M00763,2026-03-01,0.2688,Low
M00763,2026-04-01,0.195,Low
M00763,2026-04-01,0.2383,Low
M00763,2026-05-01,0.3575,Medium
M00763,2026-06-01,0.2103,Low
M00764,2026-01-01,0.53,Medium
M00764,2026-02-01,0.5095,Medium
M00764,2026-03-01,0.5552,Medium
M00764,2026-04-01,0.4549,Medium
M00764,2026-05-01,0.4776,Medium
M00764,2026-05-01,0.4626,Medium
M00764,2026-06-01,0.4826,Medium
M00765,2026-01-01,0.1419,Low
M00765,2026-02-01,0.284,Low
M00765,2026-03-01,0.2786,Low
M00765,2026-04-01,0.2695,Low
M00765,2026-05-01,0.2035,Low
M00765,2026-06-01,0.2011,Low
M00766,2026-01-01,0.4939,Medium
M00766,2026-02-01,0.622,Medium
M00766,2026-03-01,0.5498,Medium
M00766,2026-04-01,0.7474,High
M00766,2026-05-01,0.5418,Medium
M00766,2026-06-01,0.4737,Medium
M00767,2026-01-01,0.1351,Low
M00767,2026-02-01,0.2325,Low
M00767,2026-03-01,0.208,Low
M00767,2026-04-01,0.2815,Low
M00767,2026-05-01,0.2161,Low
M00767,2026-06-01,0.1462,Low
M00768,2026-01-01,0.2603,Low
M00768,2026-02-01,0.1389,Low
M00768,2026-03-01,0.2628,Low
M00768,2026-04-01,0.2893,Low
M00768,2026-05-01,0.1651,Low
M00768,2026-06-01,0.1785,Low
M00769,2026-01-01,0.493,Medium
M00769,2026-02-01,0.5918,Medium
M00769,2026-03-01,0.5183,Medium
M00769,2026-04-01,0.6037,Medium
M00769,2026-05-01,0.5,Medium
M00769,2026-06-01,0.3668,Medium
M00770,2026-01-01,0.1386,Low
M00770,2026-02-01,0.2008,Low
M00770,2026-03-01,0.3234,Low
M00770,2026-04-01,0.2425,Low
M00770,2026-05-01,0.2338,Low
M00770,2026-06-01,0.3891,Medium
M00771,2026-01-01,0.3732,Medium
M00771,2026-02-01,0.612,Medium
M00771,2026-03-01,0.6191,Medium
M00771,2026-04-01,0.4292,Medium
M00771,2026-05-01,0.5305,Medium
M00771,2026-06-01,0.4773,Medium
M00772,2026-01-01,0.2556,Low
M00772,2026-02-01,0.343,Low
M00772,2026-03-01,0.3032,Low
M00772,2026-04-01,0.2737,Low
M00772,2026-05-01,0.1909,Low
M00772,2026-06-01,0.2501,Low
M00773,2026-01-01,0.2958,Low
M00773,2026-02-01,0.2336,Low
M00773,2026-03-01,0.2176,Low
M00773,2026-04-01,0.2491,Low
M00773,2026-05-01,0.3039,Low
M00773,2026-06-01,0.2661,Low
M00774,2026-01-01,0.3844,Medium
M00774,2026-02-01,0.2712,Low
M00774,2026-03-01,0.219,Low
M00774,2026-04-01,0.3595,Medium
M00774,2026-05-01,0.3669,Medium
M00774,2026-06-01,0.3117,Low
M00775,2026-01-01,0.2523,Low
M00775,2026-02-01,0.203,Low
M00775,2026-03-01,0.2128,Low
M00775,2026-04-01,0.2378,Low
M00775,2026-05-01,0.3856,Medium
M00775,2026-06-01,0.2445,Low
M00776,2026-01-01,0.2293,Low
M00776,2026-02-01,0.1802,Low
M00776,2026-03-01,0.2936,Low
M00776,2026-03-01,0.3154,Low
M00776,2026-04-01,0.2298,Low
M00776,2026-05-01,0.2166,Low
M00776,2026-06-01,0.2944,Low
M00777,2026-01-01,0.2082,Low
M00777,2026-02-01,0.137,Low
M00777,2026-03-01,0.2294,Low
M00777,2026-04-01,0.3536,Medium
M00777,2026-05-01,0.166,Low
M00777,2026-06-01,0.2662,Low
M00778,2026-01-01,0.1985,Low
M00778,2026-02-01,0.0615,Low
M00778,2026-03-01,0.283,Low
M00778,2026-04-01,0.2552,Low
M00778,2026-05-01,0.1804,Low
M00778,2026-06-01,0.2259,Low
M00779,2026-01-01,0.1807,Low
M00779,2026-02-01,0.1517,Low
M00779,2026-03-01,0.2208,Low
M00779,2026-04-01,0.2183,Low
M00779,2026-05-01,0.1228,Low
M00779,2026-06-01,0.446,Medium
M00779,2026-06-01,0.4379,Medium
M00780,2026-01-01,0.6232,Medium
M00780,2026-02-01,0.3568,Medium
M00780,2026-03-01,0.4764,Medium
M00780,2026-04-01,0.5626,Medium
M00780,2026-05-01,0.5436,Medium
M00780,2026-06-01,0.635,Medium
M00781,2026-01-01,0.3908,Medium
M00781,2026-02-01,0.1856,Low
M00781,2026-03-01,0.1995,Low
M00781,2026-04-01,0.1549,Low
M00781,2026-05-01,0.2539,Low
M00781,2026-06-01,0.2651,Low
M00782,2026-01-01,0.3382,Low
M00782,2026-02-01,0.5319,Medium
M00782,2026-03-01,0.5222,Medium
M00782,2026-04-01,0.4434,Medium
M00782,2026-05-01,0.6487,Medium
M00782,2026-06-01,0.4269,Medium
M00783,2026-01-01,0.5487,Medium
M00783,2026-02-01,0.4514,Medium
M00783,2026-03-01,0.5972,Medium
M00783,2026-04-01,0.504,Medium
M00783,2026-05-01,0.685,High
M00783,2026-06-01,0.6692,Medium
M00784,2026-01-01,0.1306,Low
M00784,2026-02-01,0.0359,Low
M00784,2026-03-01,0.1826,Low
M00784,2026-04-01,0.2012,Low
M00784,2026-05-01,0.3388,Low
M00784,2026-06-01,0.2561,Low
M00785,2026-01-01,0.3452,Low
M00785,2026-02-01,0.1859,Low
M00785,2026-03-01,0.1389,Low
M00785,2026-04-01,0.1966,Low
M00785,2026-05-01,0.1742,Low
M00785,2026-06-01,0.1865,Low
M00786,2026-01-01,0.3403,Low
M00786,2026-02-01,0.2536,Low
M00786,2026-03-01,0.2373,Low
M00786,2026-04-01,0.2819,Low
M00786,2026-05-01,0.2858,Low
M00786,2026-06-01,0.2515,Low
M00787,2026-01-01,0.0278,Low
M00787,2026-02-01,0.3174,Low
M00787,2026-03-01,0.2962,Low
M00787,2026-04-01,0.2871,Low
M00787,2026-05-01,0.2383,Low
M00787,2026-06-01,0.2401,Low
M00788,2026-01-01,0.2003,Low
M00788,2026-02-01,0.0937,Low
M00788,2026-03-01,0.2276,Low
M00788,2026-04-01,0.3529,Medium
M00788,2026-05-01,0.3271,Low
M00788,2026-06-01,0.2455,Low
M00789,2026-01-01,0.1087,Low
M00789,2026-02-01,0.2318,Low
M00789,2026-03-01,0.2819,Low
M00789,2026-04-01,0.1842,Low
M00789,2026-05-01,0.2445,Low
M00789,2026-06-01,0.2943,Low
M00790,2026-01-01,0.1536,Low
M00790,2026-02-01,0.1751,Low
M00790,2026-03-01,0.2289,Low
M00790,2026-04-01,0.1791,Low
M00790,2026-05-01,0.1523,Low
M00790,2026-06-01,0.0963,Low
M00791,2026-01-01,0.1871,Low
M00791,2026-02-01,0.1806,Low
M00791,2026-03-01,0.257,Low
M00791,2026-04-01,0.3449,Low
M00791,2026-05-01,0.3352,Low
M00791,2026-06-01,0.2244,Low
M00792,2026-01-01,0.0526,Low
M00792,2026-02-01,0.2081,Low
M00792,2026-03-01,0.2787,Low
M00792,2026-04-01,0.3028,Low
M00792,2026-05-01,0.2169,Low
M00792,2026-06-01,0.2354,Low
M00793,2026-01-01,0.2173,Low
M00793,2026-02-01,0.2202,Low
M00793,2026-03-01,0.113,Low
M00793,2026-04-01,0.1211,Low
M00793,2026-05-01,0.3181,Low
M00793,2026-06-01,0.3026,Low
M00794,2026-01-01,0.1808,Low
M00794,2026-02-01,0.3367,Low
M00794,2026-03-01,0.1484,Low
M00794,2026-04-01,0.2408,Low
M00794,2026-05-01,0.273,Low
M00794,2026-06-01,0.2943,Low
M00795,2026-01-01,0.3739,Medium
M00795,2026-02-01,0.5126,Medium
M00795,2026-03-01,0.6306,Medium
M00795,2026-04-01,0.4751,Medium
M00795,2026-04-01,0.4316,Medium
M00795,2026-05-01,0.4639,Medium
M00795,2026-06-01,0.523,Medium
M00796,2026-01-01,0.5657,Medium
M00796,2026-02-01,0.5376,Medium
M00796,2026-03-01,0.5618,Medium
M00796,2026-04-01,0.5547,Medium
M00796,2026-05-01,0.5601,Medium
M00796,2026-06-01,0.4595,Medium
M00797,2026-01-01,0.0956,Low
M00797,2026-02-01,0.3218,Low
M00797,2026-03-01,0.1002,Low
M00797,2026-04-01,0.3315,Low
M00797,2026-05-01,0.2166,Low
M00797,2026-06-01,0.2637,Low
M00798,2026-01-01,0.4369,Medium
M00798,2026-02-01,0.7627,High
M00798,2026-03-01,0.4661,Medium
M00798,2026-04-01,0.4416,Medium
M00798,2026-05-01,0.456,Medium
M00798,2026-06-01,0.3983,Medium
M00799,2026-01-01,0.2512,Low
M00799,2026-02-01,0.3653,Medium
M00799,2026-03-01,0.2154,Low
M00799,2026-04-01,0.195,Low
M00799,2026-05-01,0.1716,Low
M00799,2026-06-01,0.2963,Low
M00800,2026-01-01,0.208,Low
M00800,2026-02-01,0.0771,Low
M00800,2026-03-01,0.2792,Low
M00800,2026-04-01,0.2898,Low
M00800,2026-05-01,0.3129,Low
M00800,2026-06-01,0.3135,Low
M00801,2026-01-01,0.1997,Low
M00801,2026-02-01,0.2343,Low
M00801,2026-03-01,0.0994,Low
M00801,2026-04-01,0.2979,Low
M00801,2026-05-01,0.1862,Low
M00801,2026-06-01,0.357,Medium
M00802,2026-01-01,0.2854,Low
M00802,2026-02-01,0.2295,Low
M00802,2026-03-01,0.2766,Low
M00802,2026-04-01,0.2308,Low
M00802,2026-04-01,0.2363,Low
M00802,2026-05-01,0.2992,Low
M00802,2026-06-01,0.2255,Low
M00803,2026-01-01,0.5382,Medium
M00803,2026-02-01,0.6779,High
M00803,2026-03-01,0.5021,Medium
M00803,2026-04-01,0.4275,Medium
M00803,2026-05-01,0.5007,Medium
M00803,2026-06-01,0.6203,Medium
M00804,2026-01-01,0.7499,High
M00804,2026-02-01,0.6763,High
M00804,2026-02-01,0.6564,Medium
M00804,2026-03-01,0.624,Medium
M00804,2026-04-01,0.9053,High
M00804,2026-05-01,0.8292,High
M00804,2026-06-01,0.9295,High
M00805,2026-01-01,0.6075,Medium
M00805,2026-02-01,0.6151,Medium
M00805,2026-03-01,0.5405,Medium
M00805,2026-04-01,0.599,Medium
M00805,2026-05-01,0.5891,Medium
M00805,2026-06-01,0.4897,Medium
M00806,2026-01-01,0.164,Low
M00806,2026-02-01,0.2787,Low
M00806,2026-03-01,0.3124,Low
M00806,2026-04-01,0.2034,Low
M00806,2026-05-01,0.2077,Low
M00806,2026-06-01,0.0885,Low
M00807,2026-01-01,0.1824,Low
M00807,2026-02-01,0.1981,Low
M00807,2026-03-01,0.3668,Medium
M00807,2026-04-01,0.2877,Low
M00807,2026-05-01,0.2139,Low
M00807,2026-06-01,0.3022,Low
M00808,2026-01-01,0.2625,Low
M00808,2026-02-01,0.1537,Low
M00808,2026-03-01,0.1791,Low
M00808,2026-04-01,0.1482,Low
M00808,2026-05-01,0.1296,Low
M00808,2026-06-01,0.1807,Low
M00808,2026-06-01,0.1695,Low
M00809,2026-01-01,0.4935,Medium
M00809,2026-02-01,0.4809,Medium
M00809,2026-03-01,0.5178,Medium
M00809,2026-04-01,0.65,Medium
M00809,2026-05-01,0.6097,Medium
M00809,2026-06-01,0.4685,Medium
M00810,2026-01-01,0.2298,Low
M00810,2026-02-01,0.2952,Low
M00810,2026-03-01,0.1674,Low
M00810,2026-04-01,0.2699,Low
M00810,2026-05-01,0.2705,Low
M00810,2026-06-01,0.1507,Low
M00811,2026-01-01,0.5008,Medium
M00811,2026-02-01,0.4741,Medium
M00811,2026-03-01,0.4687,Medium
M00811,2026-04-01,0.5143,Medium
M00811,2026-05-01,0.6432,Medium
M00811,2026-06-01,0.544,Medium
M00812,2026-01-01,0.3472,Low
M00812,2026-02-01,0.6387,Medium
M00812,2026-03-01,0.6175,Medium
M00812,2026-04-01,0.6264,Medium
M00812,2026-05-01,0.4998,Medium
M00812,2026-06-01,0.5801,Medium
M00813,2026-01-01,0.433,Medium
M00813,2026-02-01,0.4665,Medium
M00813,2026-03-01,0.6012,Medium
M00813,2026-04-01,0.6961,High
M00813,2026-05-01,0.6068,Medium
M00813,2026-06-01,0.4816,Medium
M00814,2026-01-01,0.5158,Medium
M00814,2026-02-01,0.4053,Medium
M00814,2026-03-01,0.5294,Medium
M00814,2026-04-01,0.4539,Medium
M00814,2026-05-01,0.5191,Medium
M00814,2026-06-01,0.7007,High
M00815,2026-01-01,0.5598,Medium
M00815,2026-02-01,0.583,Medium
M00815,2026-03-01,0.6511,Medium
M00815,2026-04-01,0.4942,Medium
M00815,2026-05-01,0.5926,Medium
M00815,2026-06-01,0.7381,High
M00816,2026-01-01,0.0861,Low
M00816,2026-02-01,0.2192,Low
M00816,2026-03-01,0.3197,Low
M00816,2026-04-01,0.2485,Low
M00816,2026-05-01,0.3161,Low
M00816,2026-06-01,0.2586,Low
M00817,2026-01-01,0.611,Medium
M00817,2026-02-01,0.3865,Medium
M00817,2026-03-01,0.5171,Medium
M00817,2026-04-01,0.5591,Medium
M00817,2026-05-01,0.4554,Medium
M00817,2026-06-01,0.5972,Medium
M00818,2026-01-01,0.5037,Medium
M00818,2026-02-01,0.4447,Medium
M00818,2026-03-01,0.6043,Medium
M00818,2026-04-01,0.5011,Medium
M00818,2026-05-01,0.6502,Medium
M00818,2026-06-01,0.4895,Medium
M00819,2026-01-01,0.4452,Medium
M00819,2026-02-01,0.5391,Medium
M00819,2026-03-01,0.4585,Medium
M00819,2026-04-01,0.6143,Medium
M00819,2026-05-01,0.5645,Medium
M00819,2026-06-01,0.5833,Medium
M00820,2026-01-01,0.1444,Low
M00820,2026-02-01,0.0574,Low
M00820,2026-03-01,0.0364,Low
M00820,2026-04-01,0.1577,Low
M00820,2026-05-01,0.3675,Medium
M00820,2026-06-01,0.1856,Low
M00821,2026-01-01,0.4337,Medium
M00821,2026-02-01,0.5236,Medium
M00821,2026-03-01,0.6027,Medium
M00821,2026-04-01,0.4607,Medium
M00821,2026-05-01,0.4826,Medium
M00821,2026-05-01,0.4919,Medium
M00821,2026-06-01,0.4476,Medium
M00822,2026-01-01,0.7924,High
M00822,2026-02-01,0.6867,High
M00822,2026-03-01,0.788,High
M00822,2026-04-01,0.8074,High
M00822,2026-05-01,0.7739,High
M00822,2026-06-01,0.8123,High
M00823,2026-01-01,0.489,Medium
M00823,2026-02-01,0.6275,Medium
M00823,2026-03-01,0.4302,Medium
M00823,2026-04-01,0.4669,Medium
M00823,2026-05-01,0.4691,Medium
M00823,2026-06-01,0.5646,Medium
M00824,2026-01-01,0.2717,Low
M00824,2026-02-01,0.1452,Low
M00824,2026-03-01,0.1097,Low
M00824,2026-04-01,0.3639,Medium
M00824,2026-05-01,0.2007,Low
M00824,2026-06-01,0.4505,Medium
M00825,2026-01-01,0.5805,Medium
M00825,2026-02-01,0.5258,Medium
M00825,2026-03-01,0.5931,Medium
M00825,2026-04-01,0.6485,Medium
M00825,2026-05-01,0.4992,Medium
M00825,2026-06-01,0.5847,Medium
M00826,2026-01-01,0.2924,Low
M00826,2026-02-01,0.0256,Low
M00826,2026-03-01,0.3242,Low
M00826,2026-04-01,0.2748,Low
M00826,2026-05-01,0.3116,Low
M00826,2026-06-01,0.182,Low
M00827,2026-01-01,0.1735,Low
M00827,2026-02-01,0.2347,Low
M00827,2026-03-01,0.2439,Low
M00827,2026-04-01,0.3463,Low
M00827,2026-05-01,0.3862,Medium
M00827,2026-06-01,0.3517,Medium
M00828,2026-01-01,0.2199,Low
M00828,2026-02-01,0.2578,Low
M00828,2026-03-01,0.2139,Low
M00828,2026-04-01,0.1567,Low
M00828,2026-05-01,0.1947,Low
M00828,2026-06-01,0.3277,Low
M00829,2026-01-01,0.186,Low
M00829,2026-02-01,0.1182,Low
M00829,2026-03-01,0.147,Low
M00829,2026-04-01,0.3399,Low
M00829,2026-05-01,0.1331,Low
M00829,2026-06-01,0.2817,Low
M00830,2026-01-01,0.214,Low
M00830,2026-02-01,0.3051,Low
M00830,2026-03-01,0.1148,Low
M00830,2026-04-01,0.2162,Low
M00830,2026-05-01,0.3071,Low
M00830,2026-06-01,0.3452,Low
M00831,2026-01-01,0.155,Low
M00831,2026-02-01,0.2524,Low
M00831,2026-03-01,0.2654,Low
M00831,2026-04-01,0.1757,Low
M00831,2026-05-01,0.1928,Low
M00831,2026-06-01,0.2903,Low
M00832,2026-01-01,0.4949,Medium
M00832,2026-02-01,0.6424,Medium
M00832,2026-03-01,0.5058,Medium
M00832,2026-04-01,0.6452,Medium
M00832,2026-05-01,0.5541,Medium
M00832,2026-06-01,0.5329,Medium
M00833,2026-01-01,0.7154,High
M00833,2026-02-01,0.7518,High
M00833,2026-02-01,0.7452,High
M00833,2026-03-01,0.8213,High
M00833,2026-04-01,0.6362,Medium
M00833,2026-05-01,0.7253,High
M00833,2026-06-01,0.799,High
M00834,2026-01-01,0.6749,High
M00834,2026-02-01,0.5232,Medium
M00834,2026-03-01,0.6847,High
M00834,2026-04-01,0.6419,Medium
M00834,2026-05-01,0.6282,Medium
M00834,2026-06-01,0.576,Medium
M00835,2026-01-01,0.573,Medium
M00835,2026-02-01,0.3941,Medium
M00835,2026-03-01,0.635,Medium
M00835,2026-04-01,0.5574,Medium
M00835,2026-05-01,0.4499,Medium
M00835,2026-06-01,0.4632,Medium
M00836,2026-01-01,0.2632,Low
M00836,2026-02-01,0.2347,Low
M00836,2026-03-01,0.1698,Low
M00836,2026-04-01,0.2131,Low
M00836,2026-05-01,0.4184,Medium
M00836,2026-06-01,0.2435,Low
M00837,2026-01-01,0.1487,Low
M00837,2026-02-01,0.2486,Low
M00837,2026-03-01,0.225,Low
M00837,2026-04-01,0.336,Low
M00837,2026-04-01,0.3421,Low
M00837,2026-05-01,0.2642,Low
M00837,2026-06-01,0.2824,Low
M00838,2026-01-01,0.5027,Medium
M00838,2026-02-01,0.5452,Medium
M00838,2026-03-01,0.3738,Medium
M00838,2026-04-01,0.4688,Medium
M00838,2026-05-01,0.5981,Medium
M00838,2026-06-01,0.5565,Medium
M00839,2026-01-01,0.5668,Medium
M00839,2026-02-01,0.5424,Medium
M00839,2026-03-01,0.5521,Medium
M00839,2026-04-01,0.496,Medium
M00839,2026-05-01,0.5096,Medium
M00839,2026-06-01,0.6238,Medium
M00840,2026-01-01,0.4609,Medium
M00840,2026-02-01,0.5336,Medium
M00840,2026-03-01,0.3954,Medium
M00840,2026-04-01,0.6853,High
M00840,2026-05-01,0.5858,Medium
M00840,2026-06-01,0.5152,Medium
M00841,2026-01-01,0.0752,Low
M00841,2026-02-01,0.3329,Low
M00841,2026-03-01,0.1016,Low
M00841,2026-04-01,0.1738,Low
M00841,2026-05-01,0.256,Low
M00841,2026-06-01,0.2884,Low
M00842,2026-01-01,0.2498,Low
M00842,2026-02-01,0.2614,Low
M00842,2026-03-01,0.3774,Medium
M00842,2026-04-01,0.3025,Low
M00842,2026-05-01,0.2717,Low
M00842,2026-06-01,0.2234,Low
M00843,2026-01-01,0.2285,Low
M00843,2026-02-01,0.2122,Low
M00843,2026-03-01,0.0367,Low
M00843,2026-04-01,0.1883,Low
M00843,2026-05-01,0.3035,Low
M00843,2026-06-01,0.2682,Low
M00844,2026-01-01,0.1412,Low
M00844,2026-02-01,0.3503,Medium
M00844,2026-03-01,0.2431,Low
M00844,2026-04-01,0.1253,Low
M00844,2026-05-01,0.2192,Low
M00844,2026-06-01,0.1299,Low
M00845,2026-01-01,0.5236,Medium
M00845,2026-02-01,0.536,Medium
M00845,2026-03-01,0.63,Medium
M00845,2026-04-01,0.5155,Medium
M00845,2026-05-01,0.6297,Medium
M00845,2026-06-01,0.5008,Medium
M00846,2026-01-01,0.2683,Low
M00846,2026-02-01,0.1139,Low
M00846,2026-03-01,0.2834,Low
M00846,2026-04-01,0.3586,Medium
M00846,2026-05-01,0.2261,Low
M00846,2026-06-01,0.4785,Medium
M00847,2026-01-01,0.4918,Medium
M00847,2026-02-01,0.6038,Medium
M00847,2026-03-01,0.6092,Medium
M00847,2026-04-01,0.491,Medium
M00847,2026-05-01,0.5018,Medium
M00847,2026-06-01,0.4788,Medium
M00848,2026-01-01,0.2601,Low
M00848,2026-02-01,0.1711,Low
M00848,2026-03-01,0.1006,Low
M00848,2026-04-01,0.3036,Low
M00848,2026-05-01,0.3268,Low
M00848,2026-06-01,0.2108,Low
M00849,2026-01-01,0.5484,Medium
M00849,2026-02-01,0.4174,Medium
M00849,2026-03-01,0.5708,Medium
M00849,2026-04-01,0.4218,Medium
M00849,2026-05-01,0.4659,Medium
M00849,2026-06-01,0.589,Medium
M00850,2026-01-01,0.9306,High
M00850,2026-02-01,0.7318,High
M00850,2026-03-01,0.878,High
M00850,2026-04-01,0.6921,High
M00850,2026-05-01,0.6083,Medium
M00850,2026-06-01,0.7425,High
M00851,2026-01-01,0.2104,Low
M00851,2026-02-01,0.3762,Medium
M00851,2026-03-01,0.2225,Low
M00851,2026-04-01,0.2603,Low
M00851,2026-05-01,0.1761,Low
M00851,2026-06-01,0.2732,Low
M00852,2026-01-01,0.2275,Low
M00852,2026-02-01,0.1286,Low
M00852,2026-03-01,0.2605,Low
M00852,2026-04-01,0.3563,Medium
M00852,2026-05-01,0.237,Low
M00852,2026-06-01,0.3392,Low
M00853,2026-01-01,0.3462,Low
M00853,2026-02-01,0.2261,Low
M00853,2026-03-01,0.2808,Low
M00853,2026-04-01,0.2959,Low
M00853,2026-05-01,0.1256,Low
M00853,2026-06-01,0.2194,Low
M00854,2026-01-01,0.2426,Low
M00854,2026-02-01,0.2192,Low
M00854,2026-03-01,0.1853,Low
M00854,2026-04-01,0.1,Low
M00854,2026-05-01,0.3008,Low
M00854,2026-06-01,0.2998,Low
M00855,2026-01-01,0.4032,Medium
M00855,2026-02-01,0.5872,Medium
M00855,2026-03-01,0.5689,Medium
M00855,2026-04-01,0.5511,Medium
M00855,2026-05-01,0.5944,Medium
M00855,2026-06-01,0.5421,Medium
M00856,2026-01-01,0.1668,Low
M00856,2026-02-01,0.2286,Low
M00856,2026-03-01,0.2323,Low
M00856,2026-04-01,0.2586,Low
M00856,2026-05-01,0.1939,Low
M00856,2026-06-01,0.1059,Low
M00857,2026-01-01,0.5,Medium
M00857,2026-02-01,0.5425,Medium
M00857,2026-03-01,0.5441,Medium
M00857,2026-04-01,0.5926,Medium
M00857,2026-05-01,0.5711,Medium
M00857,2026-06-01,0.6195,Medium
M00858,2026-01-01,0.2748,Low
M00858,2026-02-01,0.1687,Low
M00858,2026-03-01,0.3429,Low
M00858,2026-04-01,0.1724,Low
M00858,2026-05-01,0.2629,Low
M00858,2026-06-01,0.221,Low
M00859,2026-01-01,0.1955,Low
M00859,2026-02-01,0.3201,Low
M00859,2026-03-01,0.356,Medium
M00859,2026-03-01,0.3518,Medium
M00859,2026-04-01,0.2594,Low
M00859,2026-05-01,0.2942,Low
M00859,2026-06-01,0.1338,Low
M00860,2026-01-01,0.7053,High
M00860,2026-02-01,0.854,High
M00860,2026-03-01,0.7402,High
M00860,2026-04-01,0.7683,High
M00860,2026-05-01,0.9658,High
M00860,2026-06-01,0.6895,High
M00861,2026-01-01,0.2393,Low
M00861,2026-02-01,0.2542,Low
M00861,2026-03-01,0.2624,Low
M00861,2026-04-01,0.244,Low
M00861,2026-05-01,0.1789,Low
M00861,2026-06-01,0.0498,Low
M00862,2026-01-01,0.4395,Medium
M00862,2026-02-01,0.3578,Medium
M00862,2026-03-01,0.5854,Medium
M00862,2026-04-01,0.6089,Medium
M00862,2026-05-01,0.4952,Medium
M00862,2026-06-01,0.66,Medium
M00863,2026-01-01,0.2266,Low
M00863,2026-02-01,0.0664,Low
M00863,2026-03-01,0.126,Low
M00863,2026-04-01,0.1486,Low
M00863,2026-05-01,0.1621,Low
M00863,2026-06-01,0.1964,Low
M00864,2026-01-01,0.765,High
M00864,2026-02-01,0.7222,High
M00864,2026-03-01,0.6881,High
M00864,2026-04-01,0.8103,High
M00864,2026-04-01,0.7828,High
M00864,2026-05-01,0.618,Medium
M00864,2026-06-01,0.7434,High
M00865,2026-01-01,0.7898,High
M00865,2026-02-01,0.7837,High
M00865,2026-03-01,0.6876,High
M00865,2026-04-01,0.7653,High
M00865,2026-05-01,0.7526,High
M00865,2026-06-01,0.7641,High
M00866,2026-01-01,0.3251,Low
M00866,2026-02-01,0.2156,Low
M00866,2026-03-01,0.3742,Medium
M00866,2026-04-01,0.307,Low
M00866,2026-05-01,0.1959,Low
M00866,2026-05-01,0.1698,Low
M00866,2026-06-01,0.2452,Low
M00867,2026-01-01,0.2692,Low
M00867,2026-02-01,0.1737,Low
M00867,2026-02-01,0.1732,Low
M00867,2026-03-01,0.2088,Low
M00867,2026-04-01,0.2532,Low
M00867,2026-05-01,0.1742,Low
M00867,2026-06-01,0.216,Low
M00868,2026-01-01,0.6443,Medium
M00868,2026-02-01,0.3865,Medium
