settlement_id,transaction_id,settlement_amount,settlement_currency,fee_amount,settlement_status,settlement_date
SET00055423,T00064679,41.85,AED,0.12,SETTLED,2026-04-06
SET00055424,T00064680,116.25,SGD,0.38,SETTLED,2026-04-07
SET00055425,T00064681,3816.02,INR,7.94,SETTLED,2026-05-13
SET00055426,T00064682,3049.77,INR,7.88,SETTLED,2026-03-15
SET00055427,T00064683,3075.03,INR,3.95,SETTLED,2026-06-22
SET00055428,T00064684,35.03,AED,0.2,SETTLED,2026-05-02
SET00055429,T00064685,40.7,SGD,0.11,SETTLED,2026-06-20
SET00055430,T00064686,24.11,SGD,0.08,SETTLED,2026-06-24
SET00055431,T00064688,4699.9,INR,8.28,SETTLED,2026-03-04
SET00055432,T00064689,48.71,AED,0.17,SETTLED,2026-03-23
SET00055433,T00064690,99.59,SGD,0.35,SETTLED,2026-03-01
SET00055434,T00064692,729.5,INR,1.35,SETTLED,2026-04-26
SET00055435,T00064694,260.26,AED,0.88,SETTLED,2026-06-15
SET00055436,T00064695,30.98,SGD,0.15,SETTLED,2026-04-04
SET00055437,T00064696,2144.89,INR,3.7,SETTLED,2026-05-26
SET00055438,T00064697,39.61,AED,0.09,SETTLED,2026-06-11
SET00055439,T00064698,1389.56,INR,4.02,SETTLED,2026-02-14
SET00055440,T00064699,2463.8,INR,6.97,SETTLED,2026-05-24
SET00055441,T00064700,390.28,AED,0.74,SETTLED,2026-02-13
SET00055442,T00064702,164.31,AED,0.41,EXCEPTION,2026-05-04
SET00055443,T00064703,70.76,SGD,0.34,EXCEPTION,2026-04-23
SET00055444,T00064704,2069.6,INR,6.07,SETTLED,2026-04-29
SET00055445,T00064705,545.06,INR,0.93,SETTLED,2026-04-04
SET00055446,T00064706,150.66,SGD,0.26,SETTLED,2026-01-20
SET00055447,T00064706,150.66,SGD,0.51,SETTLED,2026-01-18
SET00055448,T00064707,64.6,AED,0.15,SETTLED,2026-04-30
SET00055449,T00064708,10.18,SGD,0.05,SETTLED,2026-01-12
SET00055450,T00064709,705.69,INR,1.59,SETTLED,2026-06-21
SET00055451,T00064710,5860.87,INR,18.24,SETTLED,2026-03-07
SET00055452,T00064711,6089.97,INR,9.24,SETTLED,2026-05-18
SET00055453,T00064712,51.37,AED,0.19,SETTLED,2026-05-02
SET00055454,T00064713,81.39,AED,0.19,SETTLED,2026-05-10
SET00055455,T00064714,15683.17,INR,48.58,SETTLED,2026-03-21
SET00055456,T00064715,36.71,SGD,0.11,SETTLED,2026-04-11
SET00055457,T00064716,2579.65,INR,6.94,SETTLED,2026-05-29
SET00055458,T00064718,4316.96,INR,13.15,SETTLED,2026-03-15
SET00055459,T00064719,562.09,INR,1.08,SETTLED,2026-01-13
SET00055460,T00064720,55.44,SGD,0.2,SETTLED,2026-04-16
SET00055461,T00064721,52.13,SGD,0.18,EXCEPTION,2026-05-24
SET00055462,T00064722,2079.73,INR,2.7,SETTLED,2026-03-12
SET00055463,T00064725,8.76,SGD,0.11,SETTLED,2026-03-30
SET00055464,T00064726,63.02,SGD,0.22,SETTLED,2026-05-29
SET00055465,T00064727,7.03,SGD,0.07,SETTLED,2026-07-01
SET00055466,T00064728,8802.07,INR,22.58,SETTLED,2026-04-02
SET00055467,T00064729,223.11,AED,0.47,SETTLED,2026-05-31
SET00055468,T00064730,246.77,AED,0.61,SETTLED,2026-05-23
SET00055469,T00064731,504.08,INR,0.89,SETTLED,2026-06-23
SET00055470,T00064732,2021.52,INR,3.14,SETTLED,2026-04-24
SET00055471,T00064733,11.32,AED,0.13,SETTLED,2026-05-05
SET00055472,T00064734,2000.12,INR,5.09,SETTLED,2026-02-15
SET00055473,T00064735,4383.36,INR,6.04,SETTLED,2026-03-11
SET00055474,T00064737,70.01,AED,0.18,SETTLED,2026-05-01
SET00055475,T00064737,70.01,AED,0.21,SETTLED,2026-05-02
SET00055476,T00064738,5877.98,INR,7.94,SETTLED,2026-04-11
SET00055477,T00064740,7043.09,INR,11.67,SETTLED,2026-03-06
SET00055478,T00064742,1182.86,INR,3.28,SETTLED,2026-02-20
SET00055479,T00064743,29.03,SGD,0.17,EXCEPTION,2026-04-19
SET00055480,T00064744,42.11,AED,0.22,SETTLED,2026-02-03
SET00055481,T00064745,2628.18,INR,4.92,SETTLED,2026-04-24
SET00055482,T00064749,7313.63,INR,8.32,SETTLED,2026-02-11
SET00055483,T00064750,443.96,AED,1.34,SETTLED,2026-03-26
SET00055484,T00064751,0.0,SGD,0.12,SETTLED,2026-06-17
SET00055485,T00064752,2638.57,INR,6.18,SETTLED,2026-04-02
SET00055486,T00064753,602.87,INR,0.96,SETTLED,2026-02-18
SET00055487,T00064756,62.73,SGD,0.17,SETTLED,2026-06-29
SET00055488,T00064757,26.93,SGD,0.15,SETTLED,2026-04-24
SET00055489,T00064758,45.14,AED,0.2,SETTLED,2026-05-03
SET00055490,T00064759,2626.73,INR,8.18,SETTLED,2026-03-18
SET00055491,T00064760,1783.61,INR,5.77,SETTLED,2026-03-26
SET00055492,T00064761,68.15,SGD,0.26,SETTLED,2026-04-23
SET00055493,T00064763,182.56,AED,0.62,SETTLED,2026-06-28
SET00055494,T00064766,3026.67,INR,9.31,SETTLED,2026-03-07
SET00055495,T00064767,175.44,SGD,0.53,SETTLED,2026-03-18
SET00055496,T00064769,4178.54,INR,4.59,SETTLED,2026-06-29
SET00055497,T00064770,2708.79,INR,4.21,SETTLED,2026-03-13
SET00055498,T00064771,19.28,SGD,0.14,SETTLED,2026-01-18
SET00055499,T00064772,153.01,AED,0.6,SETTLED,2026-06-15
SET00055500,T00064773,37.69,SGD,0.19,SETTLED,2026-02-02
SET00055501,T00064774,218.8,SGD,0.69,SETTLED,2026-04-16
SET00055502,T00064775,206.29,AED,0.53,SETTLED,2026-03-27
SET00055503,T00064777,82.29,AED,0.35,SETTLED,2026-01-11
SET00055504,T00064778,25.75,SGD,0.12,SETTLED,2026-03-10
SET00055505,T00064779,1849.0,INR,3.27,EXCEPTION,2026-03-27
SET00055506,T00064780,2294.61,INR,6.89,SETTLED,2026-05-31
SET00055507,T00064781,48.09,AED,0.13,SETTLED,2026-05-25
SET00055508,T00064783,21.77,SGD,0.13,SETTLED,2026-02-27
SET00055509,T00064784,675.71,INR,1.61,EXCEPTION,2026-06-15
SET00055510,T00064785,2571.43,INR,6.58,SETTLED,2026-05-15
SET00055511,T00064786,1705.2,INR,2.9,EXCEPTION,2026-03-25
SET00055512,T00064788,18.11,AED,0.07,SETTLED,2026-06-10
SET00055513,T00064789,32.0,SGD,0.14,SETTLED,2026-01-02
SET00055514,T00064790,61.74,SGD,0.22,SETTLED,2026-06-15
SET00055515,T00064791,986.3,INR,2.69,SETTLED,2026-04-28
SET00055516,T00064792,25.22,SGD,0.07,SETTLED,2026-06-25
SET00055517,T00064793,89.23,SGD,0.23,SETTLED,2026-06-04
SET00055518,T00064794,168.87,AED,0.34,SETTLED,2026-02-10
SET00055519,T00064795,7421.39,INR,7.9,SETTLED,2026-03-27
SET00055520,T00064798,26.97,SGD,0.06,SETTLED,2026-04-26
SET00055521,T00064799,43.91,SGD,0.13,SETTLED,2026-03-13
SET00055522,T00064801,259.87,AED,0.55,SETTLED,2026-05-15
SET00055523,T00064802,94.86,SGD,0.34,PENDING,2026-06-04
SET00055524,T00064805,2920.3,INR,6.72,SETTLED,2026-02-16
SET00055525,T00064806,1658.86,INR,4.47,PENDING,2026-02-25
SET00055526,T00064808,52.01,AED,0.15,SETTLED,2026-06-14
SET00055527,T00064809,13.73,SGD,0.12,SETTLED,2026-04-22
SET00055528,T00064810,1000.27,INR,3.12,PENDING,2026-07-02
SET00055529,T00064812,3933.3,INR,5.97,SETTLED,2026-05-27
SET00055530,T00064813,3965.18,INR,4.05,SETTLED,2026-05-21
SET00055531,T00064814,1542.1,INR,4.77,SETTLED,2026-06-01
SET00055532,T00064815,71.48,AED,0.18,SETTLED,2026-04-06
SET00055533,T00064818,1081.05,INR,1.18,SETTLED,2026-02-20
SET00055534,T00064819,6214.73,INR,18.13,SETTLED,2026-02-02
SET00055535,T00064820,4042.31,INR,11.92,SETTLED,2026-05-23
SET00055536,T00064821,48.67,AED,0.12,SETTLED,2026-07-02
SET00055537,T00064821,48.67,AED,0.18,SETTLED,2026-07-03
SET00055538,T00064822,3710.72,INR,6.88,SETTLED,2026-05-19
SET00055539,T00064824,727.46,INR,1.94,PENDING,2026-04-24
SET00055540,T00064825,107.67,AED,0.32,SETTLED,2026-05-09
SET00055541,T00064826,67.73,SGD,0.22,SETTLED,2026-05-27
SET00055542,T00064827,1071.41,INR,2.24,PENDING,2026-06-02
SET00055543,T00064828,3967.8,INR,4.89,SETTLED,2026-02-23
SET00055544,T00064829,6059.5,INR,12.19,SETTLED,2026-03-20
SET00055545,T00064830,23.02,SGD,0.08,SETTLED,2026-04-30
SET00055546,T00064831,2812.95,INR,4.91,SETTLED,2026-01-03
SET00055547,T00064832,573.01,INR,1.83,SETTLED,2026-02-24
SET00055548,T00064834,3785.57,INR,11.42,SETTLED,2026-03-29
SET00055549,T00064835,18.04,SGD,0.08,SETTLED,2026-05-31
SET00055550,T00064837,129.27,AED,0.43,SETTLED,2026-07-03
SET00055551,T00064837,129.27,AED,0.32,SETTLED,2026-07-04
SET00055552,T00064839,33.55,SGD,0.17,SETTLED,2026-03-15
SET00055553,T00064840,63.22,SGD,0.15,SETTLED,2026-06-08
SET00055554,T00064841,77.36,SGD,0.25,SETTLED,2026-04-29
SET00055555,T00064842,84.67,AED,0.25,SETTLED,2026-03-19
SET00055556,T00064843,141.33,AED,0.44,SETTLED,2026-04-24
SET00055557,T00064844,1733.65,INR,4.43,SETTLED,2026-03-25
SET00055558,T00064845,4237.22,INR,5.68,SETTLED,2026-02-19
SET00055559,T00064846,666.67,INR,2.24,SETTLED,2026-04-18
SET00055560,T00064846,666.67,INR,1.24,SETTLED,2026-04-14
SET00055561,T00064847,3285.5,INR,8.85,SETTLED,2026-04-07
SET00055562,T00064848,128.32,AED,0.28,SETTLED,2026-03-18
SET00055563,T00064849,69.81,AED,0.25,SETTLED,2026-05-11
SET00055564,T00064851,0.0,SGD,0.09,SETTLED,2026-07-01
SET00055565,T00064853,38.98,AED,0.2,SETTLED,2026-05-08
SET00055566,T00064853,38.98,AED,0.2,SETTLED,2026-05-10
SET00055567,T00064854,590.18,INR,0.75,SETTLED,2026-04-04
SET00055568,T00064854,590.18,INR,1.17,SETTLED,2026-04-03
SET00055569,T00064855,3749.07,INR,4.38,SETTLED,2026-01-07
SET00055570,T00064856,31.29,AED,0.15,SETTLED,2026-02-27
SET00055571,T00064857,61.18,SGD,0.16,SETTLED,2026-04-30
SET00055572,T00064858,33.52,SGD,0.09,SETTLED,2026-03-26
SET00055573,T00064859,3705.24,INR,3.96,SETTLED,2026-06-11
SET00055574,T00064861,4265.8,INR,8.18,SETTLED,2026-02-12
SET00055575,T00064863,5.49,SGD,0.1,SETTLED,2026-03-07
SET00055576,T00064863,5.49,SGD,0.13,SETTLED,2026-03-04
SET00055577,T00064864,50.09,AED,0.23,SETTLED,2026-01-22
SET00055578,T00064865,868.01,INR,2.79,SETTLED,2026-04-19
SET00055579,T00064866,481.43,INR,1.28,SETTLED,2026-04-13
SET00055580,T00064867,158.42,SGD,0.34,SETTLED,2026-04-20
SET00055581,T00064868,6.95,SGD,0.07,SETTLED,2026-01-25
SET00055582,T00064869,1867.69,INR,4.44,SETTLED,2026-03-15
SET00055583,T00064870,41.88,AED,0.15,SETTLED,2026-06-22
SET00055584,T00064872,3126.72,INR,6.1,SETTLED,2026-02-14
SET00055585,T00064873,75.16,AED,0.23,SETTLED,2026-03-13
SET00055586,T00064874,415.54,INR,0.95,SETTLED,2026-06-01
SET00055587,T00064875,852.6,INR,2.31,SETTLED,2026-06-16
SET00055588,T00064876,3116.55,INR,9.99,SETTLED,2026-02-10
SET00055589,T00064877,18.65,SGD,0.16,SETTLED,2026-05-07
SET00055590,T00064878,1934.05,INR,3.93,SETTLED,2026-04-13
SET00055591,T00064879,66.13,AED,0.22,SETTLED,2026-04-19
SET00055592,T00064880,7688.72,INR,20.14,SETTLED,2026-06-07
SET00055593,T00064882,458.67,AED,1.02,SETTLED,2026-04-29
SET00055594,T00064883,20.82,AED,0.07,SETTLED,2026-04-01
SET00055595,T00064884,1511.06,INR,1.73,SETTLED,2026-03-19
SET00055596,T00064885,964.75,INR,1.63,SETTLED,2026-05-28
SET00055597,T00064886,36.02,SGD,0.12,SETTLED,2026-06-24
SET00055598,T00064887,50.06,AED,0.19,SETTLED,2026-01-09
SET00055599,T00064888,828.06,INR,1.04,SETTLED,2026-04-18
SET00055600,T00064889,494.97,INR,0.65,SETTLED,2026-05-01
SET00055601,T00064889,494.97,INR,0.86,SETTLED,2026-05-04
SET00055602,T00064890,69.87,AED,0.27,SETTLED,2026-03-15
SET00055603,T00064891,3136.91,INR,8.16,SETTLED,2026-01-28
SET00055604,T00064892,4114.84,INR,9.36,SETTLED,2026-02-19
SET00055605,T00064896,1233.57,INR,3.2,SETTLED,2026-01-10
SET00055606,T00064897,3311.37,INR,4.87,SETTLED,2026-02-18
SET00055607,T00064898,1016.63,INR,2.18,SETTLED,2026-06-08
SET00055608,T00064900,1276.01,INR,3.13,SETTLED,2026-01-29
SET00055609,T00064901,84.45,SGD,0.17,SETTLED,2026-01-27
SET00055610,T00064903,9.66,SGD,0.13,SETTLED,2026-03-31
SET00055611,T00064904,816.63,INR,1.42,SETTLED,2026-06-02
SET00055612,T00064905,3766.79,INR,10.3,SETTLED,2026-04-13
SET00055613,T00064906,75.57,SGD,0.21,SETTLED,2026-02-07
SET00055614,T00064907,1804.55,INR,2.46,SETTLED,2026-04-25
SET00055615,T00064910,891.19,INR,1.69,SETTLED,2026-01-19
SET00055616,T00064912,47.88,AED,0.1,SETTLED,2026-06-30
SET00055617,T00064913,6.65,SGD,0.1,SETTLED,2026-06-19
SET00055618,T00064915,18341.25,INR,44.93,SETTLED,2026-03-08
SET00055619,T00064916,497.03,INR,1.45,SETTLED,2026-04-18
SET00055620,T00064916,497.03,INR,1.16,SETTLED,2026-04-15
SET00055621,T00064917,3293.94,INR,10.39,SETTLED,2026-03-01
SET00055622,T00064920,7894.91,INR,15.82,SETTLED,2026-03-16
SET00055623,T00064921,20.5,SGD,0.11,SETTLED,2026-04-04
SET00055624,T00064924,5066.32,INR,11.68,SETTLED,2026-01-08
SET00055625,T00064926,20.02,SGD,0.1,SETTLED,2026-02-08
SET00055626,T00064927,3132.13,INR,4.57,SETTLED,2026-03-19
SET00055627,T00064928,101.22,SGD,0.26,SETTLED,2026-01-15
SET00055628,T00064929,27.6,SGD,0.14,SETTLED,2026-04-12
SET00055629,T00064930,37.35,SGD,0.11,SETTLED,2026-05-30
SET00055630,T00064931,27.81,AED,0.14,EXCEPTION,2026-06-03
SET00055631,T00064932,2296.48,INR,4.23,SETTLED,2026-03-30
SET00055632,T00064933,9.67,SGD,0.14,SETTLED,2026-03-31
SET00055633,T00064935,39.19,SGD,0.19,SETTLED,2026-03-01
SET00055634,T00064938,291.76,INR,1.04,SETTLED,2026-04-08
SET00055635,T00064939,1395.27,INR,2.82,SETTLED,2026-05-24
SET00055636,T00064939,1395.27,INR,2.35,SETTLED,2026-05-27
SET00055637,T00064940,2245.01,INR,3.08,SETTLED,2026-04-20
SET00055638,T00064941,692.24,INR,2.01,SETTLED,2026-02-06
SET00055639,T00064941,692.24,INR,1.46,SETTLED,2026-02-09
SET00055640,T00064942,976.75,INR,2.68,SETTLED,2026-04-26
SET00055641,T00064943,3154.4,INR,8.15,SETTLED,2026-03-08
SET00055642,T00064945,1990.55,INR,2.37,EXCEPTION,2026-04-12
SET00055643,T00064946,2884.38,INR,5.06,SETTLED,2026-05-22
SET00055644,T00064947,37.87,AED,0.19,SETTLED,2026-04-20
SET00055645,T00064948,34.25,AED,0.18,SETTLED,2026-05-31
SET00055646,T00064949,516.68,INR,0.86,SETTLED,2026-07-05
SET00055647,T00064951,5065.63,INR,7.94,SETTLED,2026-05-26
SET00055648,T00064952,911.38,AED,2.23,SETTLED,2026-03-07
SET00055649,T00064953,563.62,INR,0.86,SETTLED,2026-05-04
SET00055650,T00064953,563.62,INR,0.78,SETTLED,2026-05-01
SET00055651,T00064954,181.47,AED,0.48,SETTLED,2026-05-12
SET00055652,T00064955,394.39,INR,1.26,PENDING,2026-05-26
SET00055653,T00064955,394.39,INR,1.11,PENDING,2026-05-27
SET00055654,T00064956,46.45,SGD,0.14,PENDING,2026-02-20
SET00055655,T00064957,79.76,AED,0.25,SETTLED,2026-04-24
SET00055656,T00064959,1898.99,INR,2.2,SETTLED,2026-03-07
SET00055657,T00064960,1320.8,INR,3.99,SETTLED,2026-04-29
SET00055658,T00064961,282.48,AED,0.91,SETTLED,2026-06-24
SET00055659,T00064962,95.72,SGD,0.17,SETTLED,2026-06-03
SET00055660,T00064963,1915.17,INR,3.99,SETTLED,2026-05-03
SET00055661,T00064964,66.36,SGD,0.25,SETTLED,2026-05-27
SET00055662,T00064965,130.81,AED,0.16,SETTLED,2026-06-04
SET00055663,T00064966,248.96,INR,0.45,SETTLED,2026-05-26
SET00055664,T00064967,1956.31,INR,3.76,SETTLED,2026-06-14
SET00055665,T00064968,95.21,AED,0.15,SETTLED,2026-06-03
SET00055666,T00064971,68.95,SGD,0.28,SETTLED,2026-04-22
SET00055667,T00064972,1827.81,INR,2.87,SETTLED,2026-03-27
SET00055668,T00064973,645.24,INR,2.08,SETTLED,2026-04-19
SET00055669,T00064976,3200.69,INR,5.08,SETTLED,2026-03-01
SET00055670,T00064977,13.54,SGD,0.13,SETTLED,2026-06-19
SET00055671,T00064978,450.01,INR,0.67,SETTLED,2026-01-14
SET00055672,T00064979,1143.88,INR,1.93,SETTLED,2026-06-24
SET00055673,T00064980,16.19,SGD,0.1,SETTLED,2026-06-14
SET00055674,T00064981,1555.41,INR,4.98,EXCEPTION,2026-05-16
SET00055675,T00064982,10614.83,INR,29.67,SETTLED,2026-06-03
SET00055676,T00064983,6338.18,INR,16.57,SETTLED,2026-05-08
SET00055677,T00064984,952.51,INR,1.89,SETTLED,2026-05-04
SET00055678,T00064985,1637.77,INR,4.25,SETTLED,2026-05-16
SET00055679,T00064986,80.84,SGD,0.25,SETTLED,2026-01-03
SET00055680,T00064987,-8281.51,INR,20.12,SETTLED,2026-06-12
SET00055681,T00064988,4793.23,INR,9.32,SETTLED,2026-06-08
SET00055682,T00064989,76.15,AED,0.15,SETTLED,2026-04-19
SET00055683,T00064990,1778.02,INR,3.16,SETTLED,2026-03-06
SET00055684,T00064991,4512.27,INR,12.3,SETTLED,2026-03-23
SET00055685,T00064993,5213.07,INR,11.97,SETTLED,2026-02-16
SET00055686,T00064994,10.92,SGD,0.09,SETTLED,2026-05-11
SET00055687,T00064994,10.92,SGD,0.06,SETTLED,2026-05-07
SET00055688,T00064995,302.93,AED,0.49,EXCEPTION,2026-02-11
SET00055689,T00064996,32.97,SGD,0.2,SETTLED,2026-05-21
SET00055690,T00064997,12.78,SGD,0.15,PENDING,2026-05-02
SET00055691,T00064998,2333.46,INR,6.89,SETTLED,2026-06-13
SET00055692,T00064999,3280.83,INR,5.01,SETTLED,2026-04-02
SET00055693,T00065000,98.1,AED,0.14,SETTLED,2026-06-20
SET00055694,T00065001,5232.86,INR,12.46,SETTLED,2026-05-16
SET00055695,T00065003,524.35,INR,0.94,SETTLED,2026-04-12
SET00055696,T00065005,536.92,INR,1.06,SETTLED,2026-06-28
SET00055697,T00065006,63.39,AED,0.24,SETTLED,2026-05-03
SET00055698,T00065007,73.72,AED,0.19,EXCEPTION,2026-05-20
SET00055699,T00065008,151.77,AED,0.58,SETTLED,2026-03-02
SET00055700,T00065009,34.68,AED,0.08,SETTLED,2026-03-22
SET00055701,T00065010,107.51,SGD,0.38,SETTLED,2026-04-02
SET00055702,T00065011,3804.89,INR,8.18,SETTLED,2026-04-09
SET00055703,T00065012,31.41,SGD,0.14,SETTLED,2026-05-24
SET00055704,T00065014,2140.45,INR,4.19,SETTLED,2026-01-15
SET00055705,T00065015,23.36,SGD,0.17,SETTLED,2026-04-24
SET00055706,T00065016,53.82,SGD,0.17,SETTLED,2026-05-05
SET00055707,T00065018,17.06,SGD,0.14,SETTLED,2026-06-01
SET00055708,T00065019,844.8,INR,1.7,SETTLED,2026-02-17
SET00055709,T00065020,24.45,SGD,0.13,SETTLED,2026-06-30
SET00055710,T00065021,2095.68,INR,4.68,SETTLED,2026-03-24
SET00055711,T00065022,261.49,AED,0.6,SETTLED,2026-03-23
SET00055712,T00065024,2834.71,INR,5.0,SETTLED,2026-06-12
SET00055713,T00065025,161.72,AED,0.22,SETTLED,2026-02-26
SET00055714,T00065026,49.38,AED,0.2,SETTLED,2026-04-14
SET00055715,T00065027,97.85,AED,0.32,SETTLED,2026-03-12
SET00055716,T00065028,1122.38,INR,3.12,SETTLED,2026-01-14
SET00055717,T00065029,6448.2,INR,12.7,SETTLED,2026-03-30
SET00055718,T00065031,0.0,AED,0.02,SETTLED,2026-07-02
SET00055719,T00065032,3885.5,INR,9.5,SETTLED,2026-02-11
SET00055720,T00065033,50.76,AED,0.08,SETTLED,2026-06-29
SET00055721,T00065034,1515.94,INR,2.49,SETTLED,2026-04-17
SET00055722,T00065035,159.99,AED,0.44,PENDING,2026-02-18
SET00055723,T00065036,1518.5,INR,2.6,SETTLED,2026-03-12
SET00055724,T00065037,3607.89,INR,10.38,SETTLED,2026-04-04
SET00055725,T00065038,1102.55,INR,3.27,SETTLED,2026-05-19
SET00055726,T00065040,778.41,INR,1.27,SETTLED,2026-02-26
SET00055727,T00065041,7523.82,INR,14.68,SETTLED,2026-02-25
SET00055728,T00065042,37.3,AED,0.18,SETTLED,2026-06-24
SET00055729,T00065042,37.3,AED,0.16,SETTLED,2026-06-20
SET00055730,T00065044,3299.71,INR,5.09,SETTLED,2026-03-28
SET00055731,T00065045,1191.09,INR,1.31,SETTLED,2026-05-12
SET00055732,T00065047,3125.03,INR,6.71,SETTLED,2026-06-20
SET00055733,T00065048,31.72,SGD,0.14,PENDING,2026-02-12
SET00055734,T00065050,4594.96,INR,11.52,SETTLED,2026-02-26
SET00055735,T00065051,5152.92,INR,9.55,SETTLED,2026-02-02
SET00055736,T00065052,890.35,INR,1.7,SETTLED,2026-03-16
SET00055737,T00065053,2069.05,INR,4.09,SETTLED,2026-01-25
SET00055738,T00065055,11.88,SGD,0.09,SETTLED,2026-06-16
SET00055739,T00065056,121.04,AED,0.38,SETTLED,2026-03-17
SET00055740,T00065058,56.38,AED,0.14,PENDING,2026-02-06
SET00055741,T00065060,399.75,AED,1.17,SETTLED,2026-05-18
SET00055742,T00065061,58.04,SGD,0.25,SETTLED,2026-06-21
SET00055743,T00065062,94.45,AED,0.26,SETTLED,2026-01-08
SET00055744,T00065063,1114.36,INR,1.77,SETTLED,2026-05-14
SET00055745,T00065064,4469.07,INR,6.41,SETTLED,2026-05-24
SET00055746,T00065065,3176.04,INR,3.51,SETTLED,2026-05-06
SET00055747,T00065067,10221.83,INR,18.45,SETTLED,2026-07-02
SET00055748,T00065068,340.67,AED,0.59,SETTLED,2026-03-12
SET00055749,T00065069,63.4,AED,0.2,SETTLED,2026-04-15
SET00055750,T00065071,1702.77,INR,1.83,SETTLED,2026-01-04
SET00055751,T00065072,9.66,SGD,0.08,SETTLED,2026-03-29
SET00055752,T00065074,56.75,SGD,0.25,SETTLED,2026-01-05
SET00055753,T00065075,61.57,SGD,0.15,SETTLED,2026-01-13
SET00055754,T00065077,23.97,AED,0.09,SETTLED,2026-02-05
SET00055755,T00065078,3146.29,INR,3.23,SETTLED,2026-03-03
SET00055756,T00065079,9.97,SGD,0.09,SETTLED,2026-02-10
SET00055757,T00065080,924.55,INR,1.24,SETTLED,2026-04-22
SET00055758,T00065081,5610.98,INR,7.73,SETTLED,2026-05-27
SET00055759,T00065082,156.15,SGD,0.53,SETTLED,2026-01-24
SET00055760,T00065083,2930.63,INR,9.11,SETTLED,2026-05-07
SET00055761,T00065084,98.14,AED,0.33,SETTLED,2026-03-26
SET00055762,T00065086,2340.68,INR,3.79,SETTLED,2026-03-11
SET00055763,T00065087,61.61,SGD,0.21,SETTLED,2026-06-18
SET00055764,T00065088,19.22,SGD,0.13,SETTLED,2026-04-14
SET00055765,T00065089,113.06,AED,0.33,SETTLED,2026-02-13
SET00055766,T00065090,25.12,SGD,0.17,SETTLED,2026-06-07
SET00055767,T00065091,796.69,INR,1.64,EXCEPTION,2026-06-02
SET00055768,T00065092,1581.09,INR,5.12,SETTLED,2026-04-21
SET00055769,T00065093,1616.23,INR,2.19,SETTLED,2026-05-27
SET00055770,T00065094,59.04,AED,0.22,SETTLED,2026-05-08
SET00055771,T00065095,40.07,AED,0.09,SETTLED,2026-02-16
SET00055772,T00065096,47.13,AED,0.14,SETTLED,2026-07-02
SET00055773,T00065098,69.77,AED,0.12,SETTLED,2026-05-20
SET00055774,T00065099,53.32,AED,0.22,SETTLED,2026-06-10
SET00055775,T00065100,1836.07,INR,4.87,SETTLED,2026-06-24
SET00055776,T00065102,12433.59,INR,22.31,SETTLED,2026-05-05
SET00055777,T00065103,43.46,SGD,0.15,SETTLED,2026-01-10
SET00055778,T00065104,1213.33,INR,1.47,SETTLED,2026-04-06
SET00055779,T00065105,1478.9,INR,2.37,SETTLED,2026-04-25
SET00055780,T00065106,10.22,SGD,0.08,SETTLED,2026-03-03
SET00055781,T00065107,5222.66,INR,5.32,SETTLED,2026-03-29
SET00055782,T00065108,-15.38,SGD,0.05,SETTLED,2026-03-27
SET00055783,T00065110,2535.21,INR,7.77,SETTLED,2026-06-28
SET00055784,T00065111,23.97,AED,0.09,SETTLED,2026-05-08
SET00055785,T00065112,11.96,SGD,0.05,SETTLED,2026-03-18
SET00055786,T00065113,3080.65,INR,7.61,SETTLED,2026-03-18
SET00055787,T00065117,85.24,AED,0.38,SETTLED,2026-05-17
SET00055788,T00065119,1082.84,INR,2.05,SETTLED,2026-04-04
SET00055789,T00065120,1776.32,INR,3.71,SETTLED,2026-06-12
SET00055790,T00065121,160.79,AED,0.56,SETTLED,2026-02-17
SET00055791,T00065122,1763.52,INR,4.64,SETTLED,2026-05-18
SET00055792,T00065123,114.75,SGD,0.24,SETTLED,2026-03-29
SET00055793,T00065124,17.62,AED,0.12,PENDING,2026-04-25
SET00055794,T00065125,904.88,INR,1.31,EXCEPTION,2026-05-27
SET00055795,T00065126,627.2,INR,1.36,SETTLED,2026-05-04
SET00055796,T00065127,16.26,SGD,0.06,SETTLED,2026-05-28
SET00055797,T00065129,1194.14,INR,2.31,SETTLED,2026-04-06
SET00055798,T00065129,1194.14,INR,1.22,SETTLED,2026-04-03
SET00055799,T00065130,6188.0,INR,17.38,SETTLED,2026-06-30
SET00055800,T00065131,28.29,SGD,0.12,EXCEPTION,2026-06-03
SET00055801,T00065132,259.7,AED,0.75,SETTLED,2026-04-21
SET00055802,T00065133,2258.74,INR,5.05,SETTLED,2026-05-24
SET00055803,T00065134,0.0,INR,0.08,SETTLED,2026-01-11
SET00055804,T00065135,4150.5,INR,9.45,SETTLED,2026-03-17
SET00055805,T00065136,2143.98,INR,5.13,SETTLED,2026-06-20
SET00055806,T00065137,3008.0,INR,7.76,SETTLED,2026-04-19
SET00055807,T00065138,255.07,AED,0.75,EXCEPTION,2026-06-29
SET00055808,T00065140,41.56,SGD,0.24,SETTLED,2026-06-09
SET00055809,T00065141,1306.11,INR,4.19,SETTLED,2026-01-07
SET00055810,T00065143,3354.89,INR,4.28,SETTLED,2026-02-09
SET00055811,T00065146,1252.03,INR,2.54,SETTLED,2026-02-28
SET00055812,T00065147,1279.95,INR,2.86,SETTLED,2026-06-15
SET00055813,T00065149,2400.81,INR,7.05,SETTLED,2026-02-03
