transaction_id,rule_id,decision,risk_score,model_version
T00055075,amount_spike,DECLINE,0.6365,v2.0
T00055076,amount_spike,DECLINE,0.0896,v2.0
T00055077,new_device,APPROVE,0.5159,v2.0
T00055078,geo_mismatch,APPROVE,0.0,v2.0
T00055079,velocity,APPROVE,0.4736,v1.8
T00055080,velocity,APPROVE,0.4841,v1.8
T00055081,new_device,APPROVE,0.2072,v2.0
T00055082,velocity,APPROVE,0.7477,v2.0
T00055083,velocity,APPROVE,0.789,v2.0
T00055084,velocity,APPROVE,0.4297,v1.8
T00055085,new_device,APPROVE,0.0,v2.0
T00055086,none,APPROVE,0.243,v2.0
T00055087,new_device,APPROVE,0.1739,v1.8
T00055088,none,APPROVE,0.5652,v1.8
T00055089,velocity,APPROVE,0.1772,v2.0
T00055090,none,APPROVE,0.3284,v2.0
T00055091,watchlist,APPROVE,0.0894,v2.0
T00055092,none,APPROVE,0.8005,v2.0
T00055093,new_device,APPROVE,0.4871,v1.8
T00055094,amount_spike,APPROVE,0.3235,v2.0
T00055095,none,APPROVE,0.2143,v1.8
T00055096,amount_spike,APPROVE,0.5042,v1.8
T00055097,none,APPROVE,0.0888,v1.8
T00055098,none,APPROVE,0.0,v1.8
T00055099,new_device,APPROVE,0.5677,v2.0
T00055100,velocity,APPROVE,0.4345,v1.8
T00055101,none,APPROVE,0.1814,v2.0
T00055102,none,APPROVE,0.2896,v2.0
T00055103,velocity,APPROVE,0.9837,v1.8
T00055104,none,APPROVE,0.5117,v2.0
T00055105,geo_mismatch,DECLINE,0.1547,v1.8
T00055106,none,APPROVE,0.2556,v2.0
T00055107,geo_mismatch,DECLINE,0.0207,v2.0
T00055108,none,APPROVE,0.4739,v1.8
T00055109,amount_spike,APPROVE,0.2874,v2.0
T00055110,watchlist,APPROVE,0.4472,v2.0
T00055111,amount_spike,APPROVE,0.2549,v1.8
T00055112,geo_mismatch,APPROVE,0.1021,v1.8
T00055113,none,APPROVE,0.3739,v1.8
T00055114,none,APPROVE,0.3046,v2.0
T00055115,new_device,APPROVE,0.8532,v2.0
T00055116,geo_mismatch,APPROVE,0.1769,v1.8
T00055117,watchlist,APPROVE,0.0,v2.0
T00055118,velocity,APPROVE,0.2533,v2.0
T00055119,new_device,APPROVE,0.434,v2.0
T00055120,new_device,DECLINE,0.0,v2.0
T00055121,new_device,APPROVE,0.2098,v2.0
T00055122,velocity,APPROVE,0.0,v1.8
T00055123,amount_spike,DECLINE,0.2171,v2.0
T00055124,new_device,DECLINE,0.0404,v2.0
T00055125,amount_spike,APPROVE,0.1508,v1.8
T00055126,none,APPROVE,0.23,v1.8
T00055128,amount_spike,APPROVE,0.1668,v2.0
T00055129,velocity,APPROVE,0.6535,v1.8
T00055130,none,APPROVE,0.2605,v2.0
T00055131,geo_mismatch,APPROVE,0.4745,v2.0
T00055132,geo_mismatch,APPROVE,0.1592,v2.0
T00055133,watchlist,DECLINE,0.2925,v2.0
T00055134,none,APPROVE,0.0,v2.0
T00055135,none,APPROVE,0.7272,v1.8
T00055136,geo_mismatch,APPROVE,0.3315,v2.0
T00055137,geo_mismatch,APPROVE,0.2665,v2.0
T00055138,amount_spike,APPROVE,0.2697,v1.8
T00055139,new_device,APPROVE,1.0,v1.8
T00055140,none,APPROVE,0.1445,v2.0
T00055141,amount_spike,APPROVE,0.2723,v1.8
T00055142,none,APPROVE,0.4078,v1.8
T00055143,new_device,APPROVE,0.3496,v2.0
T00055144,none,APPROVE,0.6777,v1.8
T00055145,amount_spike,APPROVE,0.5123,v1.8
T00055146,new_device,REVIEW,0.8964,v2.0
T00055147,watchlist,APPROVE,0.3156,v1.8
T00055148,velocity,APPROVE,0.0,v1.8
T00055149,velocity,DECLINE,0.7066,v1.8
T00055150,none,APPROVE,0.8462,v2.0
T00055151,amount_spike,APPROVE,0.2113,v1.8
T00055152,none,APPROVE,0.5117,v2.0
T00055153,geo_mismatch,DECLINE,0.2238,v1.8
T00055154,geo_mismatch,APPROVE,0.0,v2.0
T00055155,new_device,APPROVE,0.4905,v1.8
T00055156,new_device,APPROVE,0.0752,v1.8
T00055157,none,APPROVE,0.5264,v2.0
T00055158,new_device,APPROVE,0.3618,v2.0
T00055159,watchlist,APPROVE,0.8353,v1.8
T00055160,new_device,APPROVE,0.6701,v1.8
T00055161,watchlist,APPROVE,0.0763,v1.8
T00055162,amount_spike,APPROVE,0.4736,v2.0
T00055163,velocity,APPROVE,0.1181,v2.0
T00055164,amount_spike,APPROVE,0.6325,v2.0
T00055165,new_device,APPROVE,0.4973,v2.0
T00055166,velocity,APPROVE,0.3607,v2.0
T00055167,none,APPROVE,0.338,v1.8
T00055168,none,APPROVE,0.4548,v2.0
T00055169,none,APPROVE,0.1349,v2.0
T00055170,amount_spike,APPROVE,0.0507,v2.0
T00055171,geo_mismatch,APPROVE,0.1484,v1.8
T00055172,velocity,APPROVE,0.1133,v2.0
T00055173,none,APPROVE,0.8309,v2.0
T00055174,velocity,APPROVE,0.2814,v1.8
T00055175,watchlist,APPROVE,0.5825,v2.0
T00055176,none,APPROVE,0.1228,v1.8
T00055177,new_device,APPROVE,0.5759,v1.8
T00055178,velocity,APPROVE,0.1873,v2.0
T00055179,geo_mismatch,APPROVE,0.2396,v2.0
T00055180,new_device,APPROVE,0.5346,v1.8
T00055181,geo_mismatch,APPROVE,0.3141,v2.0
T00055182,amount_spike,APPROVE,0.4335,v1.8
T00055183,amount_spike,APPROVE,0.5313,v2.0
T00055184,geo_mismatch,APPROVE,0.1141,v2.0
T00055185,new_device,APPROVE,0.3829,v2.0
T00055186,amount_spike,APPROVE,0.1458,v2.0
T00055187,velocity,APPROVE,0.2665,v1.8
T00055188,amount_spike,APPROVE,0.5899,v1.8
T00055189,velocity,APPROVE,0.5177,v2.0
T00055190,geo_mismatch,APPROVE,0.741,v1.8
T00055191,velocity,DECLINE,0.0,v2.0
T00055192,new_device,DECLINE,0.8314,v2.0
T00055193,amount_spike,APPROVE,0.3575,v2.0
T00055194,geo_mismatch,APPROVE,0.439,v2.0
T00055195,geo_mismatch,DECLINE,0.4001,v2.0
T00055196,amount_spike,APPROVE,0.5917,v1.8
T00055197,none,APPROVE,0.2051,v1.8
T00055198,new_device,APPROVE,0.349,v2.0
T00055199,geo_mismatch,APPROVE,0.1153,v1.8
T00055200,geo_mismatch,APPROVE,0.2048,v1.8
T00055201,watchlist,APPROVE,0.2953,v1.8
T00055202,none,DECLINE,0.2106,v2.0
T00055203,amount_spike,APPROVE,0.1283,v2.0
T00055204,none,APPROVE,0.3331,v2.0
T00055205,new_device,APPROVE,0.0,v1.8
T00055206,none,APPROVE,0.2487,v1.8
T00055207,geo_mismatch,APPROVE,0.0399,v2.0
T00055208,new_device,APPROVE,0.0,v1.8
T00055209,none,APPROVE,0.074,v2.0
T00055210,amount_spike,APPROVE,0.241,v2.0
T00055211,amount_spike,APPROVE,0.5395,v1.8
T00055212,new_device,APPROVE,0.7128,v2.0
T00055213,none,APPROVE,0.0,v2.0
T00055214,none,APPROVE,0.4027,v2.0
T00055215,none,APPROVE,0.7695,v2.0
T00055216,amount_spike,APPROVE,0.4846,v2.0
T00055217,new_device,APPROVE,-0.18,v2.0
T00055218,none,APPROVE,0.1928,v2.0
T00055219,new_device,APPROVE,0.5073,v1.8
T00055220,watchlist,APPROVE,0.5385,v1.8
T00055221,new_device,APPROVE,0.1018,v2.0
T00055222,geo_mismatch,APPROVE,0.2393,v1.8
T00055223,watchlist,APPROVE,0.681,v1.8
T00055224,velocity,APPROVE,0.5505,v1.8
T00055226,geo_mismatch,APPROVE,0.11,v1.8
T00055227,none,APPROVE,0.6229,v1.8
T00055228,none,APPROVE,0.4671,v2.0
T00055229,none,APPROVE,0.1424,v2.0
T00055230,geo_mismatch,APPROVE,0.3099,v2.0
T00055231,velocity,APPROVE,0.4029,v1.8
T00055232,amount_spike,APPROVE,0.9009,v2.0
T00055233,amount_spike,APPROVE,1.35,v1.8
T00055234,geo_mismatch,DECLINE,0.088,v1.8
T00055235,none,APPROVE,0.1802,v2.0
T00055236,watchlist,APPROVE,0.2549,v2.0
T00055237,velocity,APPROVE,0.4657,v2.0
T00055238,new_device,APPROVE,0.5161,v1.8
T00055239,new_device,APPROVE,0.2934,v1.8
T00055240,new_device,APPROVE,0.7626,v2.0
T00055241,none,DECLINE,0.2479,v2.0
T00055242,none,DECLINE,0.0,v1.8
T00055243,new_device,APPROVE,0.7514,v2.0
T00055244,none,APPROVE,0.3636,v2.0
T00055245,none,APPROVE,0.1348,v1.8
T00055246,none,APPROVE,0.4495,v1.8
T00055247,geo_mismatch,APPROVE,0.5941,v1.8
T00055248,velocity,APPROVE,0.0468,v2.0
T00055249,new_device,APPROVE,0.5391,v1.8
T00055250,velocity,APPROVE,0.4479,v1.8
T00055251,velocity,APPROVE,0.4987,v1.8
T00055252,new_device,APPROVE,0.038,v2.0
T00055253,new_device,APPROVE,0.6751,v2.0
T00055254,velocity,APPROVE,0.0412,v2.0
T00055255,new_device,APPROVE,0.0073,v1.8
T00055256,new_device,APPROVE,0.7362,v2.0
T00055257,new_device,APPROVE,0.424,v1.8
T00055258,new_device,APPROVE,0.3895,v1.8
T00055259,geo_mismatch,APPROVE,0.6395,v2.0
T00055260,new_device,APPROVE,0.2313,v1.8
T00055261,velocity,APPROVE,0.37,v2.0
T00055262,velocity,APPROVE,0.5119,v1.8
T00055263,velocity,APPROVE,0.5126,v2.0
T00055264,amount_spike,APPROVE,0.2873,v2.0
T00055265,new_device,APPROVE,0.438,v2.0
T00055266,geo_mismatch,APPROVE,0.2804,v1.8
T00055267,velocity,APPROVE,0.6199,v2.0
T00055268,new_device,APPROVE,0.7662,v2.0
T00055269,amount_spike,APPROVE,0.2929,v1.8
T00055270,amount_spike,APPROVE,0.3779,v2.0
T00055271,amount_spike,APPROVE,0.3036,v2.0
T00055272,velocity,APPROVE,0.0615,v2.0
T00055273,amount_spike,APPROVE,0.153,v2.0
T00055274,velocity,APPROVE,0.4831,v2.0
T00055275,velocity,APPROVE,0.4175,v1.8
T00055276,new_device,APPROVE,0.2701,v1.8
T00055277,watchlist,DECLINE,0.4839,v2.0
T00055278,new_device,REVIEW,1.0,v2.0
T00055279,geo_mismatch,APPROVE,0.7625,v1.8
T00055280,new_device,APPROVE,0.6512,v1.8
T00055281,none,DECLINE,0.5926,v1.8
T00055282,none,APPROVE,0.5333,v2.0
T00055283,amount_spike,APPROVE,0.6575,v2.0
T00055284,watchlist,APPROVE,0.3706,v1.8
T00055285,geo_mismatch,APPROVE,0.0758,v1.8
T00055286,velocity,APPROVE,0.7946,v1.8
T00055287,amount_spike,APPROVE,0.1287,v2.0
T00055288,none,APPROVE,0.3408,v1.8
T00055289,none,APPROVE,0.6948,v2.0
T00055290,watchlist,APPROVE,0.1636,v1.8
T00055291,none,APPROVE,0.3244,v2.0
T00055292,geo_mismatch,APPROVE,0.7962,v2.0
T00055293,none,APPROVE,0.2136,v1.8
T00055294,amount_spike,APPROVE,0.4147,v1.8
T00055295,new_device,APPROVE,0.5758,v2.0
T00055296,amount_spike,APPROVE,0.3368,v2.0
T00055297,new_device,APPROVE,0.6797,v2.0
T00055299,watchlist,APPROVE,0.0594,v1.8
T00055300,amount_spike,APPROVE,0.7574,v2.0
T00055301,none,APPROVE,0.3886,v1.8
T00055302,none,APPROVE,0.484,v1.8
T00055303,geo_mismatch,APPROVE,0.2794,v2.0
T00055304,geo_mismatch,APPROVE,0.0,v1.8
T00055305,new_device,APPROVE,0.0533,v1.8
T00055307,geo_mismatch,APPROVE,0.5287,v2.0
T00055308,none,DECLINE,0.2781,v2.0
T00055309,geo_mismatch,APPROVE,0.493,v2.0
T00055311,velocity,APPROVE,0.3158,v2.0
T00055312,none,APPROVE,0.3498,v1.8
T00055313,velocity,APPROVE,0.5804,v2.0
T00055314,new_device,APPROVE,0.0,v1.8
T00055315,new_device,APPROVE,0.3409,v1.8
T00055316,none,APPROVE,0.6739,v2.0
T00055317,new_device,APPROVE,0.4027,v2.0
T00055318,new_device,APPROVE,0.511,v1.8
T00055319,geo_mismatch,APPROVE,0.5974,v2.0
T00055320,geo_mismatch,APPROVE,0.7045,v2.0
T00055321,amount_spike,APPROVE,0.3307,v2.0
T00055322,amount_spike,APPROVE,0.32,v2.0
T00055323,amount_spike,DECLINE,0.64,v1.8
T00055324,amount_spike,APPROVE,0.1793,v1.8
T00055325,velocity,APPROVE,0.3132,v2.0
T00055326,new_device,DECLINE,0.4038,v2.0
T00055327,none,APPROVE,0.6508,v2.0
T00055328,amount_spike,APPROVE,0.3615,v2.0
T00055329,velocity,APPROVE,0.1557,v1.8
T00055330,none,APPROVE,-0.18,v2.0
T00055331,geo_mismatch,APPROVE,0.3936,v2.0
T00055332,velocity,APPROVE,0.7498,v2.0
T00055333,new_device,APPROVE,0.2586,v2.0
T00055334,velocity,DECLINE,0.5885,v2.0
T00055335,amount_spike,APPROVE,0.0783,v2.0
T00055336,none,APPROVE,0.397,v1.8
T00055337,amount_spike,APPROVE,0.5258,v2.0
T00055338,new_device,APPROVE,0.0,v1.8
T00055339,velocity,DECLINE,0.4498,v2.0
T00055340,new_device,APPROVE,0.432,v1.8
T00055341,velocity,APPROVE,0.3174,v2.0
T00055342,watchlist,APPROVE,0.5766,v2.0
T00055343,amount_spike,APPROVE,0.275,v1.8
T00055344,none,APPROVE,0.6363,v1.8
T00055345,none,APPROVE,0.5176,v2.0
T00055346,velocity,APPROVE,0.6374,v1.8
T00055347,amount_spike,APPROVE,0.0456,v1.8
T00055348,amount_spike,APPROVE,1.0,v2.0
T00055349,none,APPROVE,0.7264,v2.0
T00055350,amount_spike,APPROVE,0.0939,v2.0
T00055351,velocity,APPROVE,0.1634,v2.0
T00055352,velocity,APPROVE,-0.18,v1.8
T00055353,velocity,APPROVE,0.3557,v2.0
T00055354,none,APPROVE,0.5368,v2.0
T00055355,velocity,APPROVE,0.1567,v1.8
T00055356,amount_spike,APPROVE,0.1851,v1.8
T00055357,none,APPROVE,0.3375,v1.8
T00055358,none,APPROVE,0.2294,v1.8
T00055359,watchlist,APPROVE,0.857,v2.0
T00055360,amount_spike,APPROVE,0.1016,v2.0
T00055361,geo_mismatch,APPROVE,0.1674,v1.8
T00055362,amount_spike,APPROVE,0.0814,v2.0
T00055363,velocity,DECLINE,0.3977,v2.0
T00055364,new_device,APPROVE,0.0878,v1.8
T00055365,velocity,APPROVE,0.2751,v1.8
T00055366,none,APPROVE,0.2482,v1.8
T00055367,amount_spike,APPROVE,0.3317,v2.0
T00055368,new_device,APPROVE,0.3039,v1.8
T00055369,none,APPROVE,-0.18,v1.8
T00055370,geo_mismatch,APPROVE,0.1927,v2.0
T00055371,none,APPROVE,0.3148,v1.8
T00055372,velocity,APPROVE,0.7316,v1.8
T00055373,new_device,APPROVE,0.8047,v2.0
T00055374,none,APPROVE,0.3247,v1.8
T00055375,none,APPROVE,0.3013,v1.8
T00055376,amount_spike,APPROVE,0.5375,v2.0
T00055377,watchlist,APPROVE,0.4731,v2.0
T00055378,none,APPROVE,0.2074,v2.0
T00055379,none,APPROVE,0.6113,v1.8
T00055380,geo_mismatch,APPROVE,0.6934,v2.0
T00055381,geo_mismatch,APPROVE,0.4458,v1.8
T00055382,new_device,APPROVE,0.6297,v2.0
T00055383,amount_spike,APPROVE,0.2968,v2.0
T00055384,none,APPROVE,0.0285,v2.0
T00055385,velocity,APPROVE,0.318,v1.8
T00055386,none,APPROVE,0.2216,v1.8
T00055387,amount_spike,APPROVE,0.2864,v1.8
T00055388,velocity,APPROVE,0.3103,v2.0
T00055389,none,APPROVE,0.4077,v2.0
T00055390,new_device,APPROVE,0.203,v2.0
T00055391,velocity,APPROVE,0.7017,v1.8
T00055392,velocity,APPROVE,0.672,v2.0
T00055394,amount_spike,APPROVE,0.3092,v2.0
T00055395,amount_spike,APPROVE,0.4241,v1.8
T00055396,amount_spike,APPROVE,0.3882,v2.0
T00055397,new_device,APPROVE,0.147,v1.8
T00055398,none,DECLINE,0.2669,v2.0
T00055399,geo_mismatch,APPROVE,0.527,v1.8
T00055400,geo_mismatch,APPROVE,0.3349,v2.0
T00055401,geo_mismatch,APPROVE,0.3282,v1.8
T00055402,none,APPROVE,0.3777,v1.8
T00055404,none,APPROVE,0.3096,v2.0
T00055405,geo_mismatch,APPROVE,0.2608,v2.0
T00055406,velocity,APPROVE,1.0,v2.0
T00055407,geo_mismatch,APPROVE,0.6478,v1.8
T00055408,amount_spike,APPROVE,0.3046,v2.0
T00055409,new_device,APPROVE,0.3481,v2.0
T00055411,new_device,APPROVE,0.0212,v2.0
T00055412,velocity,APPROVE,0.0284,v2.0
T00055413,geo_mismatch,APPROVE,0.3127,v1.8
T00055414,new_device,APPROVE,0.6295,v2.0
T00055415,geo_mismatch,DECLINE,0.5102,v2.0
T00055416,amount_spike,APPROVE,0.6325,v1.8
T00055417,new_device,APPROVE,0.226,v2.0
T00055418,velocity,APPROVE,0.4944,v2.0
T00055419,watchlist,APPROVE,0.3999,v2.0
T00055420,geo_mismatch,APPROVE,0.2486,v2.0
T00055421,watchlist,APPROVE,0.0,v1.8
T00055422,velocity,APPROVE,0.2436,v2.0
T00055423,none,APPROVE,0.6042,v1.8
T00055424,new_device,APPROVE,0.5969,v2.0
T00055425,none,APPROVE,0.5427,v2.0
T00055426,new_device,APPROVE,0.4329,v1.8
T00055427,none,APPROVE,0.5484,v1.8
T00055428,watchlist,APPROVE,0.6499,v1.8
T00055429,new_device,APPROVE,0.8114,v1.8
T00055430,watchlist,APPROVE,0.3974,v1.8
T00055431,watchlist,APPROVE,0.6012,v2.0
T00055432,none,APPROVE,0.2678,v1.8
T00055433,none,APPROVE,0.5268,v2.0
T00055434,watchlist,APPROVE,0.2075,v2.0
T00055435,new_device,APPROVE,0.6163,v2.0
T00055436,none,APPROVE,0.5053,v2.0
T00055437,none,APPROVE,0.7315,v1.8
T00055438,watchlist,APPROVE,0.4483,v1.8
T00055439,geo_mismatch,APPROVE,0.4781,v2.0
T00055440,amount_spike,APPROVE,0.0337,v2.0
T00055441,new_device,APPROVE,0.6731,v1.8
T00055442,none,APPROVE,0.4874,v1.8
T00055443,geo_mismatch,DECLINE,0.2573,v2.0
T00055444,velocity,APPROVE,0.6729,v2.0
T00055445,new_device,APPROVE,0.0,v2.0
T00055446,none,APPROVE,0.6991,v2.0
T00055447,watchlist,APPROVE,0.5487,v1.8
T00055448,none,APPROVE,0.4544,v2.0
T00055449,none,DECLINE,0.4098,v1.8
T00055450,velocity,APPROVE,0.2825,v2.0
T00055451,geo_mismatch,APPROVE,0.2943,v2.0
T00055452,velocity,APPROVE,0.3606,v1.8
T00055453,new_device,APPROVE,0.613,v2.0
T00055454,amount_spike,APPROVE,0.0,v2.0
T00055455,amount_spike,APPROVE,0.5203,v2.0
T00055456,amount_spike,APPROVE,0.6429,v1.8
T00055457,none,DECLINE,0.5681,v2.0
T00055458,none,APPROVE,0.2318,v2.0
T00055459,velocity,APPROVE,0.0328,v2.0
T00055460,none,APPROVE,0.6046,v2.0
T00055461,new_device,APPROVE,0.2392,v2.0
T00055462,geo_mismatch,APPROVE,0.5798,v2.0
T00055463,geo_mismatch,APPROVE,0.1314,v1.8
T00055464,watchlist,APPROVE,0.5536,v1.8
T00055465,watchlist,APPROVE,0.28,v1.8
T00055466,new_device,REVIEW,0.8926,v1.8
T00055467,velocity,APPROVE,0.2501,v1.8
T00055468,velocity,APPROVE,0.0,v1.8
T00055469,watchlist,APPROVE,0.4513,v1.8
T00055470,new_device,APPROVE,0.3124,v1.8
T00055471,new_device,APPROVE,0.2822,v1.8
T00055472,new_device,APPROVE,0.2065,v1.8
T00055473,geo_mismatch,APPROVE,0.355,v1.8
T00055474,new_device,APPROVE,0.3581,v2.0
T00055475,velocity,APPROVE,0.0,v1.8
T00055476,none,APPROVE,0.061,v1.8
T00055477,new_device,APPROVE,0.3605,v1.8
T00055478,velocity,APPROVE,0.7358,v2.0
T00055479,velocity,DECLINE,0.7569,v2.0
T00055480,new_device,APPROVE,0.4094,v2.0
T00055481,none,APPROVE,0.3233,v1.8
T00055482,new_device,APPROVE,0.3212,v2.0
T00055483,amount_spike,APPROVE,0.2628,v2.0
T00055484,velocity,APPROVE,0.6948,v2.0
T00055485,new_device,APPROVE,0.4948,v2.0
T00055486,velocity,DECLINE,0.0333,v1.8
T00055487,amount_spike,APPROVE,0.5674,v2.0
T00055488,velocity,APPROVE,0.3742,v2.0
T00055489,amount_spike,APPROVE,0.1257,v1.8
T00055490,none,APPROVE,0.0436,v2.0
T00055491,geo_mismatch,APPROVE,0.0,v2.0
T00055492,none,APPROVE,0.2962,v2.0
T00055493,none,APPROVE,0.7892,v1.8
T00055494,geo_mismatch,DECLINE,0.2477,v1.8
T00055495,new_device,APPROVE,0.3854,v1.8
T00055496,geo_mismatch,APPROVE,0.0,v1.8
T00055497,none,APPROVE,0.3072,v1.8
T00055498,geo_mismatch,APPROVE,0.612,v1.8
T00055499,none,APPROVE,0.2813,v2.0
T00055500,velocity,APPROVE,0.741,v1.8
T00055501,geo_mismatch,APPROVE,0.2691,v2.0
T00055502,new_device,APPROVE,0.5332,v1.8
T00055503,amount_spike,APPROVE,0.4002,v2.0
T00055504,none,APPROVE,0.3758,v1.8
T00055505,none,APPROVE,0.1728,v2.0
T00055506,velocity,APPROVE,0.4737,v1.8
T00055507,geo_mismatch,APPROVE,0.6231,v1.8
T00055508,new_device,REVIEW,1.0,v1.8
T00055509,geo_mismatch,APPROVE,0.1817,v2.0
T00055510,amount_spike,APPROVE,0.3716,v2.0
T00055511,geo_mismatch,APPROVE,0.354,v1.8
T00055512,geo_mismatch,APPROVE,0.2126,v2.0
T00055513,new_device,APPROVE,0.7269,v1.8
T00055514,none,APPROVE,0.7843,v2.0
T00055515,new_device,APPROVE,0.3606,v2.0
T00055516,geo_mismatch,APPROVE,0.7014,v1.8
T00055517,velocity,APPROVE,0.3316,v1.8
T00055518,geo_mismatch,APPROVE,0.4772,v2.0
T00055519,new_device,APPROVE,0.2699,v1.8
T00055520,new_device,APPROVE,0.6584,v2.0
T00055521,velocity,APPROVE,0.0855,v1.8
T00055522,new_device,APPROVE,0.4966,v2.0
T00055523,velocity,APPROVE,0.1548,v1.8
T00055524,new_device,APPROVE,0.6314,v2.0
T00055525,watchlist,APPROVE,0.3645,v2.0
T00055526,amount_spike,APPROVE,0.4084,v1.8
T00055527,velocity,APPROVE,0.1937,v2.0
T00055528,amount_spike,APPROVE,0.0,v1.8
T00055529,watchlist,APPROVE,0.0878,v2.0
T00055530,none,APPROVE,0.0,v2.0
T00055531,amount_spike,APPROVE,0.2284,v1.8
T00055532,geo_mismatch,DECLINE,0.4965,v1.8
T00055533,amount_spike,APPROVE,0.3161,v1.8
T00055534,none,APPROVE,0.5515,v2.0
T00055535,geo_mismatch,APPROVE,0.3178,v2.0
T00055536,geo_mismatch,APPROVE,0.3561,v1.8
T00055537,amount_spike,APPROVE,0.5037,v2.0
T00055538,new_device,APPROVE,0.0989,v1.8
T00055539,watchlist,APPROVE,0.5404,v2.0
T00055540,none,APPROVE,0.0,v1.8
T00055541,geo_mismatch,APPROVE,0.2956,v2.0
T00055542,new_device,APPROVE,0.9119,v1.8
T00055543,amount_spike,APPROVE,0.2929,v1.8
T00055544,new_device,APPROVE,0.2282,v2.0
T00055545,new_device,APPROVE,0.3009,v2.0
T00055546,none,APPROVE,0.2563,v2.0
T00055547,geo_mismatch,DECLINE,0.2294,v1.8
T00055548,velocity,APPROVE,0.1767,v1.8
T00055549,amount_spike,APPROVE,0.563,v2.0
T00055550,geo_mismatch,APPROVE,-0.18,v1.8
T00055551,amount_spike,APPROVE,0.2897,v2.0
T00055552,geo_mismatch,APPROVE,0.1334,v1.8
T00055553,velocity,APPROVE,0.1595,v2.0
T00055554,amount_spike,APPROVE,0.6427,v2.0
T00055555,none,APPROVE,0.019,v2.0
T00055556,geo_mismatch,APPROVE,0.2443,v2.0
T00055557,new_device,APPROVE,0.0,v1.8
T00055558,new_device,APPROVE,0.1963,v1.8
T00055559,none,APPROVE,0.4762,v2.0
T00055560,geo_mismatch,APPROVE,0.2085,v2.0
T00055561,none,APPROVE,0.4343,v2.0
T00055562,none,APPROVE,0.1841,v1.8
T00055563,new_device,APPROVE,0.3664,v2.0
T00055564,watchlist,APPROVE,0.8211,v2.0
T00055565,new_device,APPROVE,0.3921,v1.8
T00055566,geo_mismatch,APPROVE,0.1743,v2.0
T00055567,geo_mismatch,APPROVE,0.041,v1.8
T00055569,new_device,APPROVE,0.0,v1.8
T00055570,none,APPROVE,0.5718,v2.0
T00055571,amount_spike,APPROVE,0.1836,v1.8
T00055572,velocity,APPROVE,0.1486,v1.8
T00055573,new_device,APPROVE,0.2887,v1.8
T00055574,amount_spike,APPROVE,0.2663,v2.0
T00055575,new_device,APPROVE,0.3833,v2.0
T00055576,none,APPROVE,0.3224,v1.8
T00055577,watchlist,APPROVE,0.3438,v1.8
T00055578,amount_spike,APPROVE,0.0,v1.8
T00055579,geo_mismatch,APPROVE,0.6663,v1.8
T00055580,geo_mismatch,APPROVE,0.1553,v2.0
T00055581,geo_mismatch,APPROVE,0.1053,v2.0
T00055582,velocity,APPROVE,0.7395,v1.8
T00055583,amount_spike,APPROVE,0.5654,v1.8
T00055584,none,APPROVE,0.4664,v2.0
T00055585,amount_spike,APPROVE,0.0,v2.0
T00055586,velocity,APPROVE,0.6804,v2.0
T00055587,none,APPROVE,0.2162,v1.8
T00055588,velocity,APPROVE,0.1253,v2.0
T00055589,none,APPROVE,0.1209,v1.8
T00055590,amount_spike,DECLINE,0.5282,v2.0
T00055591,none,APPROVE,0.3534,v1.8
T00055592,amount_spike,APPROVE,0.3756,v2.0
T00055593,new_device,APPROVE,0.1861,v1.8
T00055594,new_device,APPROVE,0.0854,v2.0
T00055595,none,APPROVE,0.036,v1.8
T00055596,none,APPROVE,0.0,v2.0
T00055597,geo_mismatch,APPROVE,0.709,v2.0
T00055598,watchlist,APPROVE,0.0965,v1.8
T00055599,none,APPROVE,0.3431,v2.0
T00055600,new_device,APPROVE,0.0758,v1.8
T00055601,velocity,APPROVE,0.3152,v2.0
T00055602,velocity,APPROVE,0.2622,v1.8
T00055603,new_device,APPROVE,0.4636,v2.0
T00055604,amount_spike,APPROVE,0.2555,v1.8
T00055605,none,APPROVE,0.6043,v2.0
T00055606,velocity,APPROVE,0.0608,v1.8
T00055607,new_device,DECLINE,0.0,v2.0
T00055608,velocity,APPROVE,0.2218,v1.8
T00055609,none,APPROVE,0.4973,v2.0
T00055610,new_device,APPROVE,0.3917,v2.0
T00055611,geo_mismatch,APPROVE,0.5274,v2.0
T00055612,none,APPROVE,0.3651,v1.8
T00055613,watchlist,APPROVE,0.3116,v1.8
T00055614,velocity,APPROVE,0.4535,v1.8
T00055615,velocity,APPROVE,0.2104,v1.8
T00055617,none,APPROVE,0.6113,v2.0
T00055618,new_device,APPROVE,0.247,v1.8
T00055619,amount_spike,APPROVE,0.1077,v1.8
T00055620,velocity,APPROVE,0.2594,v1.8
T00055621,watchlist,APPROVE,0.312,v1.8
T00055622,velocity,APPROVE,0.5656,v2.0
T00055623,amount_spike,APPROVE,0.6291,v1.8
T00055624,watchlist,APPROVE,0.1456,v2.0
T00055625,velocity,APPROVE,0.2678,v1.8
T00055626,watchlist,APPROVE,0.354,v2.0
T00055627,geo_mismatch,APPROVE,0.7282,v2.0
T00055628,none,APPROVE,0.7433,v2.0
T00055629,none,APPROVE,0.0,v1.8
T00055630,new_device,APPROVE,0.4174,v2.0
T00055631,geo_mismatch,APPROVE,0.6441,v2.0
T00055632,new_device,APPROVE,0.2466,v1.8
T00055633,amount_spike,DECLINE,0.4276,v2.0
T00055634,none,APPROVE,0.3093,v1.8
